epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.22479674220085144,9.999999747378752e-05,1.9064040184020996,0.2678571343421936,1.7614209651947021
1,0.3028455376625061,9.999999747378752e-05,1.7084919214248657,0.3814935088157654,1.6355600357055664
2,0.3792682886123657,9.999999747378752e-05,1.603665828704834,0.4204545319080353,1.5372259616851807
3,0.41707316040992737,9.999999747378752e-05,1.5109153985977173,0.4610389471054077,1.463443398475647
4,0.45528456568717957,9.999999747378752e-05,1.4472088813781738,0.47727271914482117,1.4013502597808838
5,0.47032520174980164,9.999999747378752e-05,1.3995704650878906,0.5064935088157654,1.3466476202011108
6,0.5040650367736816,9.999999747378752e-05,1.3402225971221924,0.5097402334213257,1.3033404350280762
7,0.529674768447876,9.999999747378752e-05,1.3069895505905151,0.5048701167106628,1.2662405967712402
8,0.5337398648262024,9.999999747378752e-05,1.259439468383789,0.5194805264472961,1.2310739755630493
9,0.5455284714698792,9.999999747378752e-05,1.234422206878662,0.524350643157959,1.20710289478302
10,0.5658536553382874,9.999999747378752e-05,1.203325629234314,0.5308441519737244,1.174341082572937
11,0.5743902325630188,9.999999747378752e-05,1.1741408109664917,0.5227272510528564,1.1545369625091553
12,0.5849593281745911,9.999999747378752e-05,1.1483111381530762,0.5470778942108154,1.1322077512741089
13,0.5902438759803772,9.999999747378752e-05,1.1280293464660645,0.5584415793418884,1.1111505031585693
14,0.6028455495834351,9.999999747378752e-05,1.11049222946167,0.5681818127632141,1.0941352844238281
15,0.6085366010665894,9.999999747378752e-05,1.0808131694793701,0.5746753215789795,1.078012228012085
16,0.6272357702255249,9.999999747378752e-05,1.0647505521774292,0.5892857313156128,1.0618153810501099
17,0.6227642297744751,9.999999747378752e-05,1.049670696258545,0.600649356842041,1.0489343404769897
18,0.6243902444839478,9.999999747378752e-05,1.0324395895004272,0.6087662577629089,1.0367192029953003
19,0.644715428352356,9.999999747378752e-05,1.0153305530548096,0.6071428656578064,1.0241386890411377
20,0.6369918584823608,9.999999747378752e-05,1.0042877197265625,0.5974025726318359,1.0223238468170166
21,0.639837384223938,9.999999747378752e-05,0.9992111921310425,0.6152597665786743,1.0059019327163696
22,0.6491869688034058,9.999999747378752e-05,0.9871723055839539,0.6201298832893372,0.9960048794746399
23,0.6613821387290955,9.999999747378752e-05,0.9606496691703796,0.6233766078948975,0.9846518635749817
24,0.6626016497612,9.999999747378752e-05,0.9658598899841309,0.6217532753944397,0.976542592048645
25,0.6699187159538269,9.999999747378752e-05,0.9400593042373657,0.6379870176315308,0.9691148400306702
26,0.6723577380180359,9.999999747378752e-05,0.9433696866035461,0.6379870176315308,0.9614934325218201
27,0.6743902564048767,9.999999747378752e-05,0.9280945062637329,0.6266233921051025,0.9584670662879944
28,0.6723577380180359,9.999999747378752e-05,0.9149423837661743,0.6298701167106628,0.9528968930244446
29,0.6756097674369812,9.999999747378752e-05,0.9116324782371521,0.6298701167106628,0.9448645710945129
30,0.684959352016449,9.999999747378752e-05,0.8916051387786865,0.6363636255264282,0.9362791180610657
31,0.6861788630485535,9.999999747378752e-05,0.8918381333351135,0.6347402334213257,0.9331870079040527
32,0.6878048777580261,9.999999747378752e-05,0.8925891518592834,0.6379870176315308,0.9295682907104492
33,0.6857723593711853,9.999999747378752e-05,0.8856484293937683,0.6396104097366333,0.9198926687240601
34,0.6971544623374939,9.999999747378752e-05,0.8700346350669861,0.6428571343421936,0.9170275330543518
35,0.6768292784690857,9.999999747378752e-05,0.8809996843338013,0.6590909361839294,0.9088786840438843
36,0.6939024329185486,9.999999747378752e-05,0.8634191751480103,0.6509740352630615,0.9090613126754761
37,0.6955284476280212,9.999999747378752e-05,0.8609378933906555,0.6558441519737244,0.9016411304473877
38,0.6979674696922302,9.999999747378752e-05,0.8435893058776855,0.6590909361839294,0.8967844843864441
39,0.704878032207489,9.999999747378752e-05,0.8438807129859924,0.6542207598686218,0.8976655602455139
40,0.7052845358848572,9.999999747378752e-05,0.8339418768882751,0.6509740352630615,0.8922377824783325
41,0.699999988079071,9.999999747378752e-05,0.8326470851898193,0.6574675440788269,0.8914365172386169
42,0.7008129954338074,9.999999747378752e-05,0.8326811790466309,0.6607142686843872,0.8889239430427551
43,0.7101625800132751,9.999999747378752e-05,0.8155379891395569,0.6607142686843872,0.8802578449249268
44,0.7130081057548523,9.999999747378752e-05,0.8159361481666565,0.6639610528945923,0.881394624710083
45,0.707317054271698,9.999999747378752e-05,0.8110415935516357,0.6639610528945923,0.8801088333129883
46,0.709756076335907,9.999999747378752e-05,0.8040817975997925,0.6574675440788269,0.8802409768104553
47,0.7199187278747559,9.999999747378752e-05,0.8086241483688354,0.6623376607894897,0.8724583983421326
48,0.7113820910453796,9.999999747378752e-05,0.7979819774627686,0.6525974273681641,0.8745458126068115
49,0.7142276167869568,9.999999747378752e-05,0.7818769216537476,0.6639610528945923,0.8651975393295288
50,0.7191057205200195,9.999999747378752e-05,0.7861809730529785,0.6623376607894897,0.8652878999710083
51,0.7292683124542236,9.999999747378752e-05,0.7817773818969727,0.676948070526123,0.8596174716949463
52,0.7268292903900146,9.999999747378752e-05,0.7713845372200012,0.6607142686843872,0.8620108366012573
53,0.7142276167869568,9.999999747378752e-05,0.781029999256134,0.6607142686843872,0.8605782389640808
54,0.7268292903900146,9.999999747378752e-05,0.7737172842025757,0.6688311696052551,0.8547155261039734
55,0.7280488014221191,9.999999747378752e-05,0.7712514400482178,0.6655844449996948,0.853350043296814
56,0.7219512462615967,9.999999747378752e-05,0.7654675841331482,0.6688311696052551,0.8495087027549744
57,0.725203275680542,9.999999747378752e-05,0.7693514227867126,0.6720778942108154,0.8494272828102112
58,0.7191057205200195,9.999999747378752e-05,0.7596489191055298,0.673701286315918,0.8436926603317261
59,0.7308943271636963,9.999999747378752e-05,0.7604937553405762,0.6688311696052551,0.8484078049659729
60,0.7406504154205322,9.999999747378752e-05,0.750323474407196,0.6607142686843872,0.847524881362915
61,0.7182926535606384,9.999999747378752e-05,0.7764989137649536,0.6720778942108154,0.8405540585517883
62,0.7304878234863281,9.999999747378752e-05,0.7571413516998291,0.6688311696052551,0.8420165181159973
