epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.9229747653007507,9.999999747378752e-05,0.18759217858314514,0.46403712034225464,1.101562261581421
1,0.9840637445449829,9.999999747378752e-05,0.03615911677479744,0.46403712034225464,1.3572603464126587
2,0.9913678765296936,9.999999747378752e-05,0.027055079117417336,0.46403712034225464,8.638700485229492
3,0.9887118339538574,9.999999747378752e-05,0.026320263743400574,0.46403712034225464,2.752831220626831
4,0.9953519105911255,1.9999999494757503e-05,0.014817344024777412,0.46403712034225464,2.937206268310547
5,0.9960159659385681,1.9999999494757503e-05,0.011447473429143429,0.46403712034225464,3.2319130897521973
6,0.9986720085144043,1.9999999494757503e-05,0.005269049666821957,0.46403712034225464,3.4243485927581787
7,1.0,3.999999989900971e-06,0.0033485405147075653,0.46403712034225464,3.4414632320404053
8,0.9980079531669617,3.999999989900971e-06,0.007758174557238817,0.46403712034225464,3.301345109939575
9,0.9973439574241638,3.999999989900971e-06,0.008374469354748726,0.46403712034225464,3.1036016941070557
10,1.0,8.000000093488779e-07,0.00322048575617373,0.46403712034225464,2.9366202354431152
11,0.9993360042572021,8.000000093488779e-07,0.004596828483045101,0.45011600852012634,2.630459785461426
12,0.9980079531669617,8.000000093488779e-07,0.0055976565927267075,0.3642691373825073,2.27359938621521
13,0.9986720085144043,1.5999999902760464e-07,0.005666655488312244,0.2830626368522644,2.0178563594818115
14,0.9986720085144043,1.5999999902760464e-07,0.004281393252313137,0.25290024280548096,1.774799108505249
15,0.9993360042572021,1.5999999902760464e-07,0.004683640319854021,0.2505800426006317,1.5124037265777588
16,0.996679961681366,3.199999909497819e-08,0.009795757941901684,0.34570765495300293,1.3004266023635864
17,0.9980079531669617,3.199999909497819e-08,0.006846700329333544,0.49651971459388733,1.258616328239441
18,0.9980079531669617,3.199999909497819e-08,0.010899200104176998,0.5591647624969482,1.3450134992599487
19,0.996679961681366,6.399999641359955e-09,0.011892428621649742,0.6148492097854614,1.1390374898910522
