epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.6544356942176819,9.999999747378752e-05,0.9327194094657898,0.7110389471054077,0.772558331489563
1,0.8318625092506409,9.999999747378752e-05,0.4630748927593231,0.8198052048683167,0.5105128884315491
2,0.8741291165351868,9.999999747378752e-05,0.34527483582496643,0.8100649118423462,0.5447262525558472
3,0.9043195247650146,9.999999747378752e-05,0.2867671549320221,0.8084415793418884,0.5167927145957947
4,0.9345099925994873,9.999999747378752e-05,0.19851672649383545,0.8603895902633667,0.37858304381370544
5,0.9354389309883118,9.999999747378752e-05,0.17969068884849548,0.8457792401313782,0.44746437668800354
6,0.9549465775489807,9.999999747378752e-05,0.14191274344921112,0.8490259647369385,0.42464596033096313
7,0.9544821381568909,9.999999747378752e-05,0.14180436730384827,0.8490259647369385,0.4401402175426483
8,0.9721319079399109,1.9999999494757503e-05,0.09069903194904327,0.8863636255264282,0.33698132634162903
9,0.971667468547821,1.9999999494757503e-05,0.08295504748821259,0.8944805264472961,0.3323318660259247
10,0.980492353439331,1.9999999494757503e-05,0.07076044380664825,0.8977272510528564,0.32151901721954346
11,0.9837436079978943,1.9999999494757503e-05,0.0614994540810585,0.8928571343421936,0.3344607353210449
12,0.9869948625564575,1.9999999494757503e-05,0.05006901174783707,0.8766233921051025,0.36580097675323486
13,0.9846725463867188,1.9999999494757503e-05,0.05513465404510498,0.8814935088157654,0.3547583520412445
14,0.9860659837722778,3.999999989900971e-06,0.051312465220689774,0.8814935088157654,0.3517911732196808
15,0.9851370453834534,3.999999989900971e-06,0.04573148861527443,0.8879870176315308,0.3429225981235504
16,0.9869948625564575,3.999999989900971e-06,0.04554435610771179,0.8847402334213257,0.34497344493865967
17,0.9907106161117554,8.000000093488779e-07,0.03870609775185585,0.8831169009208679,0.34623703360557556
18,0.9893172383308411,8.000000093488779e-07,0.04428284615278244,0.8831169009208679,0.349378377199173
19,0.9869948625564575,8.000000093488779e-07,0.046790361404418945,0.8798701167106628,0.35284146666526794
20,0.987923800945282,1.5999999902760464e-07,0.04456590488553047,0.8798701167106628,0.3533253073692322
21,0.9907106161117554,1.5999999902760464e-07,0.039059389382600784,0.8798701167106628,0.35215720534324646
22,0.9883882999420166,1.5999999902760464e-07,0.044654373079538345,0.8798701167106628,0.35198575258255005
23,0.9874593615531921,3.199999909497819e-08,0.048360444605350494,0.8814935088157654,0.3515039086341858
24,0.9846725463867188,3.199999909497819e-08,0.0440315380692482,0.8814935088157654,0.35043221712112427
25,0.9897816777229309,3.199999909497819e-08,0.044719260185956955,0.8814935088157654,0.35223889350891113
